ID,Imię,Nazwisko,Płeć,Data urodzenia,Adres,Odznaki
1307,Witold,Tatarczyk,mężczyzna,03-10-1983,plac Przechodnia 72/33 93-529 Lębork,['Wielki Odkrywca']
1308,Jeremi,Hanus,mężczyzna,03-04-1999,pl. Bursztynowa 00 05-002 Krotoszyn,['Doskonały Komunikator']
1309,Urszula,Penkala,kobieta,09-01-2000,plac Jagodowa 04/12 49-975 Zgierz,['Zaangażowany Twórca']
1310,Tadeusz,Młyńczak,mężczyzna,05-10-1993,pl. Słoneczna 34/92 16-468 Wałbrzych,"['Technologiczny Wizjoner', 'Guru Matematyki', 'Innowacyjny Programista']"
1311,Nicole,Wiewiórka,mężczyzna,16-04-2005,al. Krakowska 31/49 14-082 Luboń,['Ekspercki Analizator Danych']
1312,Janina,Ludwiniak,kobieta,23-04-1993,pl. Kosynierów 91/93 65-196 Ciechanów,"['Wielki Odkrywca', 'Ekspercki Analizator Danych', 'Ambitny Naukowiec']"
1313,Oskar,Bekus,mężczyzna,28-07-2002,plac Stycznia 19/80 34-709 Świebodzice,"['Kreatywny Problem Solver', 'Zaangażowany Twórca']"
1314,Eryk,Mordal,mężczyzna,29-01-1996,aleja Staszica 54/30 04-526 Lubartów,[]
1315,Bianka,Kolbusz,kobieta,04-01-1993,pl. Władysława Jagiełły 728 57-357 Czechowice-Dziedzice,"['Mistrz Kodowania', 'Innowacyjny Programista', 'Kreatywny Problem Solver']"
1316,Piotr,Krüger,mężczyzna,13-12-1996,aleja Królewska 663 28-612 Zduńska Wola,[]
1317,Ewa,Piersa,kobieta,16-03-1992,aleja Bema 28 58-894 Częstochowa,"['Kreatywny Problem Solver', 'Ambitny Naukowiec', 'Innowacyjny Programista', 'Wielki Odkrywca']"
1318,Nela,Gilewicz,kobieta,31-07-2000,pl. Nadrzeczna 39 01-017 Kraków,"['Ekspercki Analizator Danych', 'Kreatywny Problem Solver']"
1319,Borys,Czura,mężczyzna,15-07-1992,ulica Pocztowa 28 99-003 Starachowice,"['Technologiczny Wizjoner', 'Zaangażowany Twórca', 'Ambitny Naukowiec']"
1320,Sylwia,Gietka,kobieta,06-05-2002,plac Letnia 15 70-372 Zielona Góra,"['Mistrz Kodowania', 'Doskonały Komunikator', 'Guru Matematyki', 'Zaangażowany Twórca']"
1321,Kaja,Szumacher,kobieta,15-03-1984,aleja Wyzwolenia 58 35-515 Piotrków Trybunalski,"['Kreatywny Problem Solver', 'Mistrz Kodowania']"
1322,Arkadiusz,Żugaj,mężczyzna,04-11-1988,ulica Borówkowa 101 06-079 Przemyśl,"['Kreatywny Problem Solver', 'Ekspercki Analizator Danych', 'Mistrz Kodowania']"
1323,Tomasz,Kandziora,mężczyzna,31-10-1997,ul. Jasna 173 93-426 Polkowice,[]
1324,Tola,Hawro,kobieta,10-04-1991,pl. Wieniawskiego 85/14 85-831 Cieszyn,['Mistrz Kodowania']
1325,Alex,Lepa,mężczyzna,02-05-1994,ul. Słoneczna 00 48-087 Toruń,"['Guru Matematyki', 'Ekspercki Analizator Danych', 'Kreatywny Problem Solver', 'Wielki Odkrywca']"
1326,Marianna,Bartoszczyk,kobieta,06-12-1984,al. Górska 031 88-111 Mielec,"['Kreatywny Problem Solver', 'Kreatywny Problem Solver', 'Guru Matematyki']"
1327,Ewa,Folga,kobieta,06-03-1987,plac Modrzewiowa 01/53 96-023 Sandomierz,['Zaangażowany Twórca']
1328,Marianna,Wojtyś,kobieta,09-07-1984,aleja Wierzbowa 05 06-319 Knurów,['Innowacyjny Programista']
1329,Przemysław,Denkiewicz,mężczyzna,15-07-1999,pl. Dębowa 69 60-396 Śrem,[]
1330,Radosław,Muskała,mężczyzna,11-12-2002,al. Gajowa 75 89-330 Chojnice,[]
1331,Gaja,Dylak,kobieta,18-04-1992,ul. Okrzei 25 67-346 Augustów,"['Mistrz Kodowania', 'Zaangażowany Twórca', 'Innowacyjny Programista']"
1332,Paweł,Bujko,mężczyzna,25-07-2000,ulica Rybacka 14 60-868 Siemianowice Śląskie,[]
1333,Janina,Faruga,kobieta,21-03-1988,pl. Cedrowa 12 11-705 Ciechanów,"['Ambitny Naukowiec', 'Guru Matematyki']"
1334,Rozalia,Kwoka,kobieta,01-12-1986,ul. Fiołkowa 56/74 55-956 Świdnica,[]
1335,Olaf,Pyć,mężczyzna,29-07-1992,aleja Sikorskiego 775 95-759 Stalowa Wola,[]
1336,Tymoteusz,Huber,mężczyzna,01-12-1993,pl. Szewska 99/01 38-907 Koszalin,[]
1337,Damian,Bojdo,mężczyzna,12-07-2005,pl. Rybacka 22/15 72-859 Żagań,['Ekspercki Analizator Danych']
1338,Adam,Franczuk,mężczyzna,20-09-1988,ul. Wiejska 19 78-483 Pruszcz Gdański,"['Innowacyjny Programista', 'Kreatywny Problem Solver']"
1339,Nela,Noszczyk,kobieta,01-02-1993,aleja Czarnieckiego 411 50-814 Ruda Śląska,['Doskonały Komunikator']
1340,Bruno,Chaberek,mężczyzna,12-12-1995,plac Borówkowa 74/70 30-524 Suwałki,['Wielki Odkrywca']
1341,Ernest,Bork,mężczyzna,13-04-2004,plac Azaliowa 650 05-130 Gorzów Wielkopolski,"['Doskonały Komunikator', 'Doskonały Komunikator', 'Kreatywny Problem Solver', 'Technologiczny Wizjoner']"
1342,Rozalia,Matyjas,kobieta,11-04-1984,pl. Kamienna 83 87-668 Siemianowice Śląskie,['Innowacyjny Programista']
1343,Eliza,Kuliberda,kobieta,03-07-2001,aleja Pogodna 75/26 48-984 Świecie,[]
1344,Rozalia,Baka,kobieta,21-02-1986,ulica Pocztowa 41 25-484 Oława,[]
1345,Tobiasz,Tryka,mężczyzna,24-07-1993,pl. Wróblewskiego 173 26-735 Oleśnica,[]
1346,Grzegorz,Maciuk,mężczyzna,27-09-2000,ul. Cedrowa 33 68-673 Gdynia,"['Guru Matematyki', 'Guru Matematyki', 'Kreatywny Problem Solver', 'Guru Matematyki']"
1347,Borys,Banak,mężczyzna,30-11-1999,al. Targowa 341 02-786 Lębork,"['Kreatywny Problem Solver', 'Kreatywny Problem Solver', 'Wielki Odkrywca', 'Wielki Odkrywca']"
1348,Grzegorz,Łosiewicz,mężczyzna,19-10-1984,ulica Ceglana 383 97-788 Dąbrowa Górnicza,"['Technologiczny Wizjoner', 'Kreatywny Problem Solver', 'Doskonały Komunikator', 'Technologiczny Wizjoner']"
1349,Ernest,Dobosiewicz,mężczyzna,29-10-2002,pl. Jaskółcza 75/12 18-412 Zabrze,"['Guru Matematyki', 'Zaangażowany Twórca', 'Technologiczny Wizjoner', 'Guru Matematyki']"
1350,Błażej,Ważna,mężczyzna,13-02-1993,plac Jabłoniowa 946 70-005 Jarocin,[]
1351,Konrad,Nikołajuk,mężczyzna,11-01-1990,pl. Boczna 15/44 82-799 Police,['Innowacyjny Programista']
1352,Nikodem,Świtaj,mężczyzna,30-05-2004,plac Baczynskiego 974 05-043 Łuków,"['Kreatywny Problem Solver', 'Kreatywny Problem Solver', 'Doskonały Komunikator', 'Doskonały Komunikator']"
1353,Marcel,Durczok,mężczyzna,22-03-1997,plac Korczaka 95/02 19-442 Kwidzyn,"['Guru Matematyki', 'Wielki Odkrywca']"
1354,Marcel,Hetmańczyk,mężczyzna,30-08-2005,ulica Miodowa 87/11 53-561 Płock,[]
1355,Przemysław,Maszkiewicz,mężczyzna,24-01-1992,ul. Chopina 92 05-220 Mikołów,"['Zaangażowany Twórca', 'Innowacyjny Programista']"
1356,Gaja,Dybaś,kobieta,27-02-1985,al. Wierzbowa 44 29-230 Gliwice,[]
1357,Gaja,Pietrasz,kobieta,01-04-1998,ulica Batalionów Chłopskich 24/10 86-625 Tarnobrzeg,"['Doskonały Komunikator', 'Innowacyjny Programista']"
1358,Patryk,Waszczyk,mężczyzna,21-03-1983,al. Miodowa 17/37 93-959 Wieluń,"['Wielki Odkrywca', 'Kreatywny Problem Solver']"
1359,Aleks,Kraszkiewicz,mężczyzna,09-01-2002,al. Krakowska 493 14-424 Luboń,"['Ambitny Naukowiec', 'Ambitny Naukowiec']"
1360,Sylwia,Obarzanek,kobieta,27-04-1999,plac Północna 68/12 89-414 Toruń,"['Ekspercki Analizator Danych', 'Technologiczny Wizjoner', 'Innowacyjny Programista', 'Mistrz Kodowania']"
1361,Malwina,Moczko,kobieta,12-11-1995,ul. Orla 187 63-001 Żory,['Zaangażowany Twórca']
1362,Sara,Wojsław,kobieta,29-07-1990,plac Urocza 63 30-680 Radomsko,[]
1363,Józef,Ofiara,mężczyzna,19-09-2002,ul. Wąska 75/49 56-733 Ostrów Wielkopolski,[]
1364,Agnieszka,Sporek,kobieta,17-02-1994,plac Fiołkowa 00/87 55-606 Gniezno,"['Ambitny Naukowiec', 'Mistrz Kodowania', 'Doskonały Komunikator', 'Innowacyjny Programista']"
1365,Filip,Soczówka,mężczyzna,04-11-1984,al. Kolonia 15/59 89-512 Bielsko-Biała,"['Mistrz Kodowania', 'Doskonały Komunikator', 'Wielki Odkrywca']"
1366,Kaja,Leonowicz,kobieta,27-04-1985,ulica Rejtana 734 23-416 Marki,"['Innowacyjny Programista', 'Zaangażowany Twórca']"
1367,Jakub,Gadzała,mężczyzna,27-10-2005,aleja Jaśminowa 87 31-175 Lublin,['Technologiczny Wizjoner']
1368,Tadeusz,Pleskot,mężczyzna,22-09-2004,plac Wiązowa 90/23 62-070 Sopot,"['Technologiczny Wizjoner', 'Innowacyjny Programista', 'Ambitny Naukowiec']"
1369,Miłosz,Pawlaczek,mężczyzna,22-05-2003,ulica Andersa 652 24-516 Białogard,['Doskonały Komunikator']
1370,Witold,Czuryło,mężczyzna,26-09-2001,aleja Maja 71 99-571 Będzin,"['Ambitny Naukowiec', 'Wielki Odkrywca']"
1371,Oliwier,Lepa,mężczyzna,04-03-1988,al. Tysiąclecia 29/00 78-597 Radom,"['Mistrz Kodowania', 'Technologiczny Wizjoner', 'Ambitny Naukowiec', 'Zaangażowany Twórca']"
1372,Michał,Łuczkiewicz,mężczyzna,10-10-1998,ulica Dąbrowskiej 97/24 42-638 Wałbrzych,['Ambitny Naukowiec']
1373,Witold,Dub,mężczyzna,30-07-2002,ulica Kościelna 278 61-856 Lubliniec,[]
1374,Melania,Dobroń,kobieta,23-09-1985,plac Robotnicza 12 54-081 Koszalin,"['Mistrz Kodowania', 'Ekspercki Analizator Danych']"
1375,Marianna,Fugiel,kobieta,18-12-1990,ulica Fiołkowa 46 33-617 Krosno,"['Ambitny Naukowiec', 'Zaangażowany Twórca', 'Mistrz Kodowania', 'Zaangażowany Twórca']"
1376,Dominik,Ciechowicz,mężczyzna,21-11-1991,aleja Piekarska 98 13-054 Brodnica,"['Innowacyjny Programista', 'Ekspercki Analizator Danych', 'Ekspercki Analizator Danych', 'Kreatywny Problem Solver']"
1377,Nicole,Rut,mężczyzna,04-03-1987,aleja Armii Krajowej 84/00 20-591 Zamość,"['Doskonały Komunikator', 'Mistrz Kodowania']"
1378,Liwia,Wojewodzic,kobieta,07-06-2002,plac Gdańska 51/95 19-376 Police,[]
1379,Marek,Kukawka,mężczyzna,27-04-2002,ul. Tylna 37/11 41-670 Radomsko,"['Wielki Odkrywca', 'Technologiczny Wizjoner', 'Ambitny Naukowiec']"
1380,Igor,Stebel,mężczyzna,27-12-2002,aleja Daszyńskiego 677 41-866 Siedlce,"['Ekspercki Analizator Danych', 'Wielki Odkrywca', 'Doskonały Komunikator']"
1381,Andrzej,Bodych,mężczyzna,17-03-1991,aleja Widok 844 40-817 Tarnów,['Guru Matematyki']
1382,Dorota,Matyjas,kobieta,19-09-2000,ulica Łanowa 57 95-858 Konin,"['Zaangażowany Twórca', 'Wielki Odkrywca']"
1383,Natan,Matla,mężczyzna,25-06-1994,ul. Wieniawskiego 59/33 61-810 Radomsko,[]
1384,Filip,Młyńczak,mężczyzna,02-11-1983,pl. Wiklinowa 574 05-473 Kalisz,[]
1385,Klara,Politowicz,kobieta,28-06-1984,plac Dobra 05/23 79-833 Łuków,"['Kreatywny Problem Solver', 'Innowacyjny Programista', 'Technologiczny Wizjoner']"
1386,Adrianna,Barankiewicz,kobieta,02-04-1990,ul. Tysiąclecia 172 18-156 Bartoszyce,"['Zaangażowany Twórca', 'Kreatywny Problem Solver']"
1387,Fryderyk,Siwczak,mężczyzna,13-04-1991,pl. Morelowa 822 38-005 Łuków,"['Ambitny Naukowiec', 'Ambitny Naukowiec', 'Kreatywny Problem Solver']"
1388,Przemysław,Kulis,mężczyzna,09-01-1995,aleja Tylna 211 13-945 Śrem,[]
1389,Adrian,Berendt,mężczyzna,27-09-1996,ulica Porzeczkowa 70 58-576 Wyszków,['Innowacyjny Programista']
1390,Róża,Nehring,kobieta,30-05-1993,pl. Kosynierów 323 56-117 Wieluń,"['Zaangażowany Twórca', 'Ambitny Naukowiec', 'Ambitny Naukowiec', 'Innowacyjny Programista']"
1391,Marek,Jancewicz,mężczyzna,22-05-2003,plac Rybacka 82/08 19-638 Nowy Targ,[]
1392,Maciej,Gral,mężczyzna,26-01-1994,aleja Krucza 715 39-244 Zgorzelec,"['Zaangażowany Twórca', 'Ambitny Naukowiec', 'Zaangażowany Twórca', 'Zaangażowany Twórca']"
1393,Szymon,Szymanik,mężczyzna,12-09-2002,plac Hutnicza 75/19 50-412 Inowrocław,[]
1394,Jacek,Drela,mężczyzna,18-02-1987,al. Rolna 09/43 39-956 Głogów,"['Doskonały Komunikator', 'Kreatywny Problem Solver', 'Mistrz Kodowania']"
1395,Mieszko,Szymała,mężczyzna,20-09-1991,ul. Bydgoska 319 17-428 Biłgoraj,"['Technologiczny Wizjoner', 'Doskonały Komunikator', 'Guru Matematyki', 'Ekspercki Analizator Danych']"
1396,Kajetan,Goś,mężczyzna,20-02-2000,pl. Miodowa 985 97-752 Ostrołęka,"['Doskonały Komunikator', 'Ambitny Naukowiec', 'Ekspercki Analizator Danych', 'Mistrz Kodowania']"
1397,Kaja,Durlej,kobieta,21-05-1993,ulica Jastrzębia 38 59-206 Kołobrzeg,"['Ambitny Naukowiec', 'Ekspercki Analizator Danych']"
1398,Klara,Zajko,kobieta,05-02-1994,plac Skłodowskiej-Curie 92/96 59-269 Oleśnica,"['Ekspercki Analizator Danych', 'Ambitny Naukowiec', 'Wielki Odkrywca', 'Technologiczny Wizjoner']"
1399,Adrianna,Martyn,kobieta,19-10-2002,plac Hutnicza 954 57-879 Turek,"['Ekspercki Analizator Danych', 'Doskonały Komunikator']"
1400,Ignacy,Osojca,mężczyzna,19-05-1989,pl. Żeromskiego 10/76 52-383 Lublin,[]
1401,Tymoteusz,Kosz,mężczyzna,15-10-1984,aleja Majowa 30/07 03-550 Knurów,"['Mistrz Kodowania', 'Mistrz Kodowania', 'Zaangażowany Twórca', 'Doskonały Komunikator']"
1402,Tomasz,Bełza,mężczyzna,02-10-2000,plac Krakowska 67/03 87-580 Goleniów,[]
1403,Łukasz,Ziemkiewicz,mężczyzna,14-03-1993,al. Dębowa 70/91 24-487 Tarnów,"['Wielki Odkrywca', 'Zaangażowany Twórca', 'Kreatywny Problem Solver']"
1404,Maks,Cisoń,mężczyzna,16-10-1986,ulica Północna 15/11 95-178 Starogard Gdański,"['Innowacyjny Programista', 'Technologiczny Wizjoner', 'Mistrz Kodowania', 'Zaangażowany Twórca']"
1405,Nataniel,Wabik,mężczyzna,10-01-1992,pl. Kilińskiego 00/58 61-909 Włocławek,"['Guru Matematyki', 'Zaangażowany Twórca', 'Zaangażowany Twórca']"
1406,Sonia,Ambrozik,kobieta,06-09-1983,ulica Mieszka I 56 55-275 Jelenia Góra,"['Wielki Odkrywca', 'Ambitny Naukowiec', 'Kreatywny Problem Solver', 'Guru Matematyki']"
1407,Jacek,Buława,mężczyzna,10-04-1983,ulica Śląska 073 55-571 Kościerzyna,"['Doskonały Komunikator', 'Ambitny Naukowiec', 'Zaangażowany Twórca', 'Doskonały Komunikator']"
1408,Krystyna,Wochna,kobieta,11-05-1994,ulica Wybickiego 37/46 58-403 Legionowo,"['Doskonały Komunikator', 'Ambitny Naukowiec']"
1409,Kajetan,Wyrostek,mężczyzna,01-01-1989,al. Tuwima 65/34 46-576 Nowa Sól,"['Innowacyjny Programista', 'Kreatywny Problem Solver', 'Ambitny Naukowiec', 'Guru Matematyki']"
1410,Kacper,Ułanowicz,mężczyzna,24-07-1985,ul. Dąbrowskiej 54 09-573 Kutno,"['Mistrz Kodowania', 'Technologiczny Wizjoner', 'Doskonały Komunikator']"
1411,Aleksander,Stypuła,mężczyzna,15-02-2001,pl. Środkowa 86/27 48-815 Bartoszyce,"['Wielki Odkrywca', 'Wielki Odkrywca', 'Doskonały Komunikator']"
1412,Adrianna,Ochal,kobieta,25-03-1997,aleja Asnyka 899 86-274 Płońsk,[]
1413,Mikołaj,Łapot,mężczyzna,17-06-1983,ul. Wspólna 724 23-010 Kołobrzeg,[]
1414,Roksana,Naglik,kobieta,09-12-1986,al. Willowa 45 15-386 Płońsk,"['Guru Matematyki', 'Mistrz Kodowania', 'Wielki Odkrywca', 'Wielki Odkrywca']"
1415,Rozalia,Furgał,kobieta,24-02-2001,al. Zwycięstwa 83/73 40-504 Świdnik,"['Innowacyjny Programista', 'Technologiczny Wizjoner', 'Kreatywny Problem Solver', 'Doskonały Komunikator']"
1416,Melania,Morcinek,kobieta,15-08-1986,ul. Niecała 95 90-347 Włocławek,"['Guru Matematyki', 'Zaangażowany Twórca']"
1417,Olga,Słupek,kobieta,03-08-2004,pl. Stroma 499 25-536 Police,[]
1418,Kacper,Marcińczyk,mężczyzna,17-11-2002,al. Jodłowa 00 71-133 Częstochowa,"['Ekspercki Analizator Danych', 'Mistrz Kodowania', 'Ekspercki Analizator Danych', 'Technologiczny Wizjoner']"
1419,Roksana,Detka,kobieta,12-03-1991,pl. Waryńskiego 243 41-255 Gdynia,"['Ambitny Naukowiec', 'Kreatywny Problem Solver', 'Mistrz Kodowania', 'Ekspercki Analizator Danych']"
1420,Dominik,Elwart,mężczyzna,11-04-1983,plac Konarskiego 59/56 05-847 Częstochowa,"['Technologiczny Wizjoner', 'Technologiczny Wizjoner']"
1421,Błażej,Zygmuntowicz,mężczyzna,08-09-1990,ul. Swierkowa 39 99-745 Bolesławiec,['Innowacyjny Programista']
1422,Lidia,Nijak,kobieta,10-10-1993,plac Ciasna 43/74 84-083 Stargard Szczeciński,"['Ambitny Naukowiec', 'Guru Matematyki']"
1423,Nikodem,Gierach,mężczyzna,16-12-2003,ulica Piaskowa 65 32-796 Siedlce,['Doskonały Komunikator']
1424,Bianka,Niedojadło,kobieta,20-10-2003,al. Górska 21/31 75-874 Chrzanów,"['Technologiczny Wizjoner', 'Guru Matematyki', 'Technologiczny Wizjoner']"
1425,Agnieszka,Kusztal,kobieta,25-07-1983,ulica Diamentowa 561 93-214 Mińsk Mazowiecki,[]
1426,Leonard,Kazana,mężczyzna,15-03-1996,ulica Kosynierów 08 93-171 Katowice,"['Wielki Odkrywca', 'Guru Matematyki', 'Kreatywny Problem Solver']"
1427,Emil,Arendarczyk,mężczyzna,02-09-1992,al. Osiedlowa 05/27 81-072 Czeladź,['Wielki Odkrywca']
1428,Przemysław,Malon,mężczyzna,24-04-1985,aleja Willowa 082 64-046 Żywiec,[]
1429,Leonard,Wypiór,mężczyzna,28-09-2000,aleja Borówkowa 55/24 79-467 Świętochłowice,"['Guru Matematyki', 'Zaangażowany Twórca', 'Wielki Odkrywca']"
1430,Aniela,Szwaja,kobieta,09-12-1999,ul. Widok 217 04-961 Gliwice,[]
1431,Nicole,Strzępek,mężczyzna,16-03-2005,pl. Widokowa 429 75-020 Lubin,"['Technologiczny Wizjoner', 'Mistrz Kodowania']"
1432,Sebastian,Rubacha,mężczyzna,07-03-1995,pl. Zakątek 05/34 28-999 Słupsk,"['Ambitny Naukowiec', 'Kreatywny Problem Solver']"
1433,Sara,Lamch,kobieta,31-12-1995,ul. Wiślana 124 08-027 Sopot,['Ekspercki Analizator Danych']
1434,Sara,Kurpanik,kobieta,28-02-1983,ulica Malczewskiego 27/30 53-955 Białogard,['Doskonały Komunikator']
1435,Krzysztof,Pałęga,mężczyzna,08-01-1988,aleja Okulickiego 83 51-336 Wejherowo,[]
1436,Oliwier,Danisz,mężczyzna,27-12-1997,aleja Maja 57/66 04-924 Sochaczew,['Ambitny Naukowiec']
1437,Eliza,Kościk,kobieta,05-12-2000,pl. Rolna 69/50 22-097 Zgierz,"['Wielki Odkrywca', 'Doskonały Komunikator']"
1438,Gaja,Madejczyk,kobieta,05-04-1994,pl. Korfantego 78 55-671 Goleniów,"['Kreatywny Problem Solver', 'Zaangażowany Twórca', 'Technologiczny Wizjoner']"
1439,Krystyna,Maciejczuk,kobieta,10-03-1996,plac Hallera 778 52-708 Koszalin,"['Ambitny Naukowiec', 'Zaangażowany Twórca']"
1440,Cezary,Karaśkiewicz,mężczyzna,07-01-1998,ulica Szafirowa 764 87-292 Świebodzice,"['Mistrz Kodowania', 'Wielki Odkrywca', 'Mistrz Kodowania']"
1441,Róża,Bobrowicz,kobieta,22-02-1988,aleja Zbożowa 157 39-628 Nowa Sól,"['Innowacyjny Programista', 'Ambitny Naukowiec']"
1442,Julita,Gołek,kobieta,26-08-1991,ulica Gołębia 74 05-515 Tarnów,[]
1443,Fabian,Rozumek,mężczyzna,29-03-2002,pl. Łabędzia 24/66 79-302 Gniezno,[]
1444,Piotr,Chyb,mężczyzna,19-08-2004,al. Żwirki i Wigury 42 31-890 Skierniewice,"['Guru Matematyki', 'Ekspercki Analizator Danych', 'Technologiczny Wizjoner']"
1445,Gaja,Golak,kobieta,25-02-1998,aleja Żwirowa 08/97 12-935 Gliwice,['Guru Matematyki']
1446,Piotr,Chlebek,mężczyzna,28-08-2000,al. Młyńska 98/76 48-667 Wyszków,"['Technologiczny Wizjoner', 'Ambitny Naukowiec']"
1447,Róża,Słonka,kobieta,26-09-1996,pl. Rolnicza 59 51-406 Wodzisław Śląski,"['Zaangażowany Twórca', 'Wielki Odkrywca', 'Doskonały Komunikator', 'Technologiczny Wizjoner']"
1448,Alex,Łyjak,mężczyzna,09-06-1990,aleja Zachodnia 126 03-431 Czeladź,[]
1449,Melania,Grzejszczak,kobieta,02-04-1985,pl. Fabryczna 65 51-971 Dzierżoniów,"['Doskonały Komunikator', 'Ambitny Naukowiec', 'Technologiczny Wizjoner']"
1450,Julita,Posłuszna,kobieta,17-12-1997,al. Gajowa 06 98-078 Chojnice,"['Ambitny Naukowiec', 'Ekspercki Analizator Danych', 'Guru Matematyki', 'Doskonały Komunikator']"
1451,Fryderyk,Jachna,mężczyzna,01-04-1995,pl. Matejki 15 84-368 Żagań,"['Zaangażowany Twórca', 'Technologiczny Wizjoner', 'Doskonały Komunikator']"
1452,Jacek,Swaczyna,mężczyzna,24-03-1991,al. Konstytucji 3 Maja 62/87 99-625 Świdnica,"['Ekspercki Analizator Danych', 'Innowacyjny Programista', 'Ambitny Naukowiec', 'Ekspercki Analizator Danych']"
1453,Mateusz,Perczak,mężczyzna,20-03-1993,plac Fredry 918 71-934 Włocławek,['Zaangażowany Twórca']
1454,Antoni,Sieradzan,mężczyzna,10-03-2003,al. Wesoła 08 81-937 Łomża,['Zaangażowany Twórca']
1455,Dariusz,Gramza,mężczyzna,13-02-2003,plac Sawickiej 50 66-548 Sosnowiec,"['Technologiczny Wizjoner', 'Guru Matematyki']"
1456,Borys,Kęsek,mężczyzna,23-10-1983,al. Skośna 003 02-995 Elbląg,"['Guru Matematyki', 'Innowacyjny Programista', 'Guru Matematyki', 'Kreatywny Problem Solver']"
1457,Konstanty,Domińczak,mężczyzna,04-08-1999,al. Sarnia 75 99-411 Police,"['Kreatywny Problem Solver', 'Wielki Odkrywca', 'Doskonały Komunikator', 'Technologiczny Wizjoner']"
1458,Błażej,Rembacz,mężczyzna,09-06-1996,aleja Zdrojowa 27/59 63-130 Knurów,"['Kreatywny Problem Solver', 'Innowacyjny Programista']"
1459,Olaf,Hamerla,mężczyzna,05-01-2004,ul. Kilińskiego 09/87 59-269 Gdynia,"['Doskonały Komunikator', 'Technologiczny Wizjoner']"
1460,Błażej,Araszkiewicz,mężczyzna,20-12-1989,pl. Warszawska 702 27-653 Gdańsk,['Wielki Odkrywca']
1461,Tymoteusz,Kucharzyk,mężczyzna,19-09-1998,plac Fredry 17/85 19-447 Sieradz,"['Guru Matematyki', 'Ambitny Naukowiec', 'Zaangażowany Twórca']"
1462,Jan,Kuder,mężczyzna,10-06-2001,pl. Fiołkowa 610 38-745 Cieszyn,"['Kreatywny Problem Solver', 'Guru Matematyki']"
1463,Lidia,Witos,kobieta,14-06-1996,pl. Storczykowa 408 35-821 Nowy Dwór Mazowiecki,"['Wielki Odkrywca', 'Ekspercki Analizator Danych']"
1464,Mateusz,Łuczyk,mężczyzna,10-04-1993,plac Chopina 102 70-911 Poznań,"['Kreatywny Problem Solver', 'Technologiczny Wizjoner']"
1465,Ksawery,Nabiałek,mężczyzna,26-12-1993,plac Rynek 337 08-131 Iława,['Doskonały Komunikator']
1466,Mariusz,Niechciał,mężczyzna,01-03-1990,plac Gdańska 48/43 82-433 Jasło,"['Zaangażowany Twórca', 'Zaangażowany Twórca', 'Innowacyjny Programista', 'Guru Matematyki']"
1467,Paweł,Gerlach,mężczyzna,28-12-1984,aleja Podmiejska 71/57 54-782 Ostrołęka,[]
1468,Antoni,Jachimczak,mężczyzna,22-12-2000,aleja Witosa 238 06-872 Słupsk,['Ambitny Naukowiec']
1469,Ida,Pochroń,kobieta,20-10-1998,pl. Zwycięstwa 11/72 99-601 Płock,['Guru Matematyki']
1470,Sonia,Krzyk,kobieta,06-06-1983,pl. Zaciszna 45/71 20-934 Szczecinek,['Zaangażowany Twórca']
1471,Witold,Kielich,mężczyzna,05-01-2000,aleja Cicha 852 75-128 Racibórz,[]
1472,Oskar,Pyza,mężczyzna,22-11-1989,ulica Jaworowa 401 52-307 Wejherowo,"['Doskonały Komunikator', 'Technologiczny Wizjoner', 'Ekspercki Analizator Danych', 'Ambitny Naukowiec']"
1473,Michał,Przystupa,mężczyzna,14-07-1992,ul. Wąska 763 78-530 Chorzów,"['Technologiczny Wizjoner', 'Guru Matematyki', 'Ambitny Naukowiec']"
1474,Kalina,Ochnio,kobieta,21-04-1999,pl. Diamentowa 34/73 53-472 Stalowa Wola,"['Kreatywny Problem Solver', 'Kreatywny Problem Solver', 'Innowacyjny Programista', 'Ambitny Naukowiec']"
1475,Józef,Teterycz,mężczyzna,27-09-1999,al. Okrężna 83/51 97-165 Jarocin,"['Mistrz Kodowania', 'Technologiczny Wizjoner', 'Wielki Odkrywca']"
1476,Apolonia,Strama,kobieta,21-08-1997,ul. Grabowa 990 63-036 Płock,"['Guru Matematyki', 'Technologiczny Wizjoner']"
1477,Krystian,Morek,mężczyzna,03-09-1995,ul. Nadbrzeżna 14/61 28-806 Gniezno,[]
1478,Miłosz,Maksimowicz,mężczyzna,16-02-1991,plac Truskawkowa 64 77-532 Kościerzyna,[]
1479,Justyna,Ślęczka,kobieta,05-02-1987,pl. Chmielna 82/52 94-135 Jelenia Góra,[]
1480,Alex,Hermanowicz,mężczyzna,14-11-1998,ul. Lisia 59/98 12-962 Świdnik,[]
1481,Stanisław,Namysł,mężczyzna,06-09-1995,al. Rubinowa 161 47-412 Włocławek,"['Kreatywny Problem Solver', 'Doskonały Komunikator', 'Innowacyjny Programista', 'Technologiczny Wizjoner']"
1482,Jerzy,Bździuch,mężczyzna,25-01-1997,plac Harcerska 02 95-575 Malbork,['Zaangażowany Twórca']
1483,Juliusz,Dorobisz,mężczyzna,21-12-1999,pl. Dębowa 587 92-879 Krotoszyn,"['Technologiczny Wizjoner', 'Wielki Odkrywca', 'Mistrz Kodowania']"
1484,Franciszek,Kiełbik,mężczyzna,26-06-2002,al. Wiązowa 84 93-697 Piastów,[]
